Category,Product_ID,Sales_Quantity,Sales_Price,Sale_Date
Groceries,442498,29,778.59,2023-11-02
Electronics,337623,68,96.61,2024-04-19
Groceries,743057,94,867.22,2023-05-25
Groceries,674598,85,522.64,2023-12-01
Electronics,427491,76,322.28,2024-03-10
Clothing,462383,82,629.56,2023-07-29
Groceries,099781,71,717.93,2023-12-05
Home Appliances,134963,1,488.67,2024-04-11
Electronics,218312,28,756.89,2023-12-18
Groceries,593956,48,689.96,2023-10-11
Clothing,824157,14,963.85,2023-09-15
Clothing,895633,6,339.83,2024-02-14
Clothing,800107,25,488.81,2023-11-04
Electronics,079962,77,781.1,2023-12-17
Groceries,022983,77,802.5,2024-02-02
Clothing,772995,26,386.15,2024-02-08
Groceries,167993,9,247.44,2023-10-21
Clothing,334772,51,129.97,2023-07-14
Home Appliances,955492,73,389.61,2023-06-28
Groceries,917152,32,112.7,2024-04-05
Electronics,708328,45,287.43,2024-04-18
Clothing,860331,43,801.31,2024-05-08
Groceries,998584,80,307.0,2024-02-12
Clothing,406695,35,735.56,2023-10-11
Groceries,218018,86,982.2,2023-06-13
Clothing,722800,35,658.34,2024-01-08
Clothing,242319,50,401.14,2024-04-24
Groceries,785601,95,816.05,2023-07-06
Electronics,492938,45,502.64,2023-06-29
Clothing,112184,48,393.55,2023-08-13
Groceries,320361,80,90.25,2023-08-30
Clothing,446583,88,879.16,2023-12-05
Clothing,739877,12,370.89,2024-02-23
Clothing,716941,24,161.55,2024-02-18
Electronics,393509,91,245.49,2024-04-13
Clothing,007854,89,951.54,2023-12-16
Home Appliances,178759,63,40.96,2023-08-01
Home Appliances,922492,10,622.43,2024-01-16
Clothing,251535,29,747.42,2024-02-22
Groceries,861297,25,833.41,2023-10-18
Home Appliances,090678,37,321.2,2023-12-07
Electronics,919290,38,111.83,2023-09-16
Home Appliances,864315,3,80.32,2024-02-23
Groceries,029437,40,963.09,2023-06-05
Electronics,155433,59,922.94,2023-09-01
Groceries,888948,36,598.2,2023-09-17
Clothing,460588,59,242.31,2023-12-06
Groceries,517229,18,660.36,2023-11-22
Groceries,300811,41,376.15,2024-04-25
Groceries,691881,30,352.37,2023-08-12
Home Appliances,382506,28,788.79,2023-06-09
Groceries,144850,86,988.47,2023-09-22
Home Appliances,354997,65,20.75,2023-06-01
Clothing,929771,89,370.62,2023-06-05
Electronics,256490,77,450.25,2023-08-27
Clothing,003307,91,201.06,2023-10-11
Clothing,767798,42,206.38,2023-11-08
Electronics,233019,72,931.61,2023-06-30
Groceries,252014,98,139.04,2023-12-16
Electronics,687123,32,896.52,2023-07-05
Electronics,842080,39,929.58,2023-11-11
Electronics,573372,96,373.17,2023-05-23
Groceries,797084,9,935.44,2023-09-15
Groceries,158959,27,595.99,2024-03-26
Home Appliances,872022,60,490.89,2023-06-19
Groceries,648796,89,106.14,2024-04-17
Home Appliances,343885,20,452.83,2023-11-17
Home Appliances,545821,15,976.37,2023-07-10
Groceries,663262,90,112.09,2023-05-20
Groceries,008475,49,247.47,2023-06-27
Electronics,876698,87,920.15,2024-05-01
Home Appliances,058902,5,414.86,2024-01-17
Electronics,098410,28,341.49,2023-08-12
Clothing,610369,1,773.78,2023-12-13
Groceries,685101,38,591.65,2024-03-29
Groceries,752920,46,757.59,2023-10-08
Electronics,668417,56,531.91,2024-02-11
Groceries,349231,28,980.54,2023-09-09
Electronics,401933,58,904.33,2023-08-21
Clothing,271874,2,455.29,2023-07-08
Electronics,400617,8,648.28,2023-08-05
Groceries,243412,78,315.37,2024-04-16
Electronics,095309,13,207.49,2023-09-20
Clothing,006851,11,263.3,2023-07-18
Groceries,903754,9,840.75,2024-05-12
Clothing,689637,28,899.92,2023-08-12
Electronics,411286,90,796.1,2023-07-11
Electronics,303049,22,636.03,2023-11-12
Clothing,157666,22,846.33,2023-11-25
Clothing,508958,6,607.08,2024-01-14
Groceries,239336,95,389.58,2024-04-03
Groceries,414561,3,530.38,2023-06-02
Home Appliances,042704,14,446.19,2024-02-01
Electronics,886805,94,798.09,2023-05-21
Electronics,302990,75,826.01,2023-09-27
Electronics,221636,57,922.55,2024-02-18
Electronics,727671,5,103.95,2023-12-14
Home Appliances,024115,12,587.16,2023-12-31
Clothing,305505,7,848.28,2023-09-29
Clothing,241057,65,317.5,2024-04-12
Electronics,804412,68,76.51,2023-07-21
Clothing,512787,16,630.43,2023-09-30
Electronics,212265,94,714.54,2024-03-30
Clothing,419415,27,901.97,2023-12-16
Groceries,027023,40,164.09,2024-03-07
Groceries,380011,63,211.13,2024-01-25
Groceries,961715,66,634.09,2023-08-17
Electronics,950378,50,341.14,2024-04-23
Electronics,361526,71,415.43,2024-01-03
Groceries,606880,34,794.39,2023-06-02
Home Appliances,276390,95,423.7,2023-07-21
Clothing,820213,50,493.18,2024-04-20
Home Appliances,774983,71,222.3,2024-01-31
Home Appliances,715975,27,995.83,2023-08-21
Electronics,011489,27,641.4,2023-08-06
Groceries,429267,96,573.64,2023-07-15
Electronics,890462,4,332.41,2024-03-31
Home Appliances,878439,11,899.49,2023-11-11
Groceries,715908,80,328.76,2023-06-12
Clothing,299153,44,870.63,2024-04-22
Groceries,121049,58,166.53,2024-03-11
Clothing,880583,41,986.91,2024-01-22
Electronics,614157,3,199.58,2023-07-03
Home Appliances,573644,40,920.68,2023-08-21
Clothing,200241,49,471.2,2023-12-07
Clothing,133098,31,826.8,2023-06-29
Groceries,333273,94,611.7,2024-02-25
Clothing,896760,9,17.49,2023-10-31
Groceries,028980,63,737.02,2024-03-22
Home Appliances,060114,93,674.38,2023-12-03
Clothing,627167,19,930.64,2023-10-14
Electronics,380111,24,655.3,2023-12-22
Clothing,163167,51,828.94,2023-11-16
Groceries,634445,86,16.54,2023-05-30
Home Appliances,951741,13,499.84,2024-03-13
Home Appliances,708329,16,543.94,2023-09-28
Clothing,816251,46,703.94,2024-04-13
Home Appliances,065854,89,175.09,2023-12-27
Groceries,489201,48,796.57,2023-08-13
Electronics,258716,45,815.75,2023-12-01
Electronics,652111,66,583.89,2023-09-09
Groceries,725629,26,426.25,2024-04-29
Groceries,583678,62,236.14,2023-12-17
Groceries,438804,35,638.91,2023-07-21
Clothing,344871,49,264.73,2024-02-27
Electronics,817017,32,412.31,2023-05-20
Clothing,749921,16,876.01,2023-08-11
Electronics,355307,95,432.51,2024-01-14
Electronics,301633,73,224.66,2023-12-14
Electronics,560847,31,384.93,2023-10-30
Electronics,043794,9,956.77,2023-11-14
Clothing,708345,38,891.73,2023-06-23
Groceries,137755,77,612.14,2023-10-10
Clothing,697629,4,117.95,2023-07-05
Home Appliances,764390,77,992.32,2023-06-26
Groceries,536341,17,165.21,2023-07-29
Electronics,801253,17,705.56,2024-01-23
Home Appliances,479959,92,376.62,2023-10-30
Electronics,385449,54,94.96,2023-10-23
Home Appliances,617039,85,674.87,2023-12-01
Home Appliances,697315,22,711.9,2024-01-12
Home Appliances,756865,40,532.09,2023-12-14
Electronics,667660,33,442.89,2024-02-09
Clothing,592737,34,939.74,2024-03-20
Groceries,888583,7,444.14,2023-06-23
Clothing,185910,89,93.47,2023-08-20
Groceries,651027,13,183.33,2023-05-24
Home Appliances,419186,10,997.94,2023-11-08
Groceries,962787,54,849.84,2024-02-07
Groceries,899811,82,962.18,2024-03-14
Groceries,836494,96,191.49,2023-08-17
Groceries,323576,87,275.28,2023-08-06
Clothing,086327,33,435.44,2024-03-01
Groceries,524428,51,189.62,2023-07-09
Groceries,470950,73,242.83,2023-06-15
Electronics,391962,32,14.6,2024-03-03
Electronics,015649,88,483.4,2024-05-11
Clothing,048569,78,658.73,2024-01-23
Home Appliances,233647,65,871.26,2024-03-15
Electronics,166101,31,644.07,2024-01-22
Clothing,569791,58,446.95,2023-07-21
Clothing,243416,82,385.6,2023-09-01
Electronics,674280,17,461.25,2024-04-09
Electronics,241565,63,376.89,2024-02-15
Electronics,713478,92,998.87,2023-05-31
Home Appliances,660873,42,632.88,2024-04-07
Electronics,641844,48,786.36,2023-12-10
Electronics,845714,10,493.69,2024-03-11
Clothing,403498,81,40.68,2023-09-21
Electronics,807327,36,588.47,2024-04-10
Electronics,185816,31,449.22,2024-01-01
Clothing,724736,7,824.23,2023-09-17
Groceries,440313,96,700.11,2023-07-14
Electronics,346371,47,128.22,2024-02-27
Electronics,849700,40,800.78,2024-04-11
Groceries,047126,62,550.87,2024-01-03
Clothing,039295,53,460.01,2023-09-30
Clothing,436336,1,289.8,2023-07-14
Home Appliances,580465,69,595.31,2024-01-01
Clothing,734502,18,973.29,2023-07-19
Electronics,938464,28,359.92,2023-12-27
Clothing,731857,99,11.89,2023-07-02
Groceries,084099,7,798.57,2023-07-30
Clothing,088939,59,557.79,2024-04-03
Clothing,377809,44,46.92,2023-08-02
Clothing,530235,76,980.92,2024-01-08
Home Appliances,231177,86,804.28,2023-07-17
Home Appliances,769184,11,271.37,2023-10-29
Electronics,553809,67,816.19,2024-02-23
Home Appliances,793574,44,433.92,2023-12-12
Groceries,756053,37,372.2,2024-03-31
Groceries,453682,36,715.26,2024-05-06
Clothing,973342,27,482.03,2023-06-27
Clothing,265386,7,697.42,2023-10-12
Groceries,854864,88,111.2,2024-04-21
Electronics,264782,53,776.03,2024-04-02
Home Appliances,859136,9,207.91,2024-03-10
Electronics,910165,30,732.78,2023-12-08
Electronics,600493,25,954.54,2024-01-15
Groceries,655628,87,18.71,2023-06-22
Clothing,205200,38,228.44,2024-03-28
Electronics,194679,84,569.62,2024-02-09
Home Appliances,482877,17,481.55,2024-02-03
Groceries,850437,31,154.14,2024-01-29
Groceries,633539,67,280.08,2024-03-24
Electronics,044756,36,708.34,2023-06-06
Groceries,663184,78,225.68,2023-12-05
Home Appliances,744881,63,381.03,2024-02-18
Groceries,189994,86,660.58,2024-03-24
Electronics,446990,92,396.48,2024-05-08
Clothing,711742,54,387.19,2024-02-29
Electronics,247769,95,34.56,2023-09-26
Clothing,938331,57,250.23,2023-06-25
Electronics,455151,5,628.02,2023-11-19
Clothing,281830,79,234.66,2023-06-25
Electronics,231521,48,265.79,2023-10-28
Groceries,803434,26,489.86,2023-09-28
Clothing,590507,13,398.22,2024-04-28
Groceries,603271,26,801.24,2023-10-19
Electronics,676475,38,255.6,2023-07-18
Groceries,340048,53,844.49,2024-02-23
Clothing,938456,13,250.3,2023-11-20
Groceries,811864,42,910.9,2023-08-19
Clothing,109024,41,193.43,2023-07-05
Groceries,335341,32,153.75,2023-07-10
Clothing,458889,38,569.38,2024-03-09
Home Appliances,552637,4,586.48,2023-09-24
Groceries,447096,58,27.02,2023-09-10
Groceries,593164,76,395.03,2023-07-17
Groceries,349127,66,746.83,2023-12-03
Electronics,799100,51,549.13,2023-08-17
Clothing,905844,80,434.7,2024-01-21
Clothing,564030,66,743.69,2024-01-31
Clothing,183871,12,600.99,2023-07-20
Electronics,323421,37,136.65,2024-05-08
Clothing,794674,58,953.24,2023-08-02
Clothing,137744,96,647.36,2023-06-17
Home Appliances,795597,58,513.59,2024-04-28
Electronics,160059,90,758.12,2023-08-14
Groceries,584525,27,120.0,2023-05-27
Groceries,613567,15,239.25,2024-01-25
Groceries,612467,76,544.83,2023-11-07
Electronics,641156,39,148.48,2024-03-18
Clothing,801703,98,502.8,2024-04-28
Electronics,980245,17,594.64,2023-11-29
Electronics,523173,65,326.3,2023-10-14
Groceries,252076,7,935.03,2024-05-02
Groceries,388629,3,327.38,2024-03-30
Clothing,068409,42,342.08,2024-03-12
Electronics,363392,62,413.46,2023-09-11
Groceries,150647,11,124.33,2023-07-04
Groceries,862198,36,35.33,2024-04-21
Electronics,822734,7,652.06,2024-02-10
Groceries,156286,99,580.87,2023-11-04
Electronics,545411,83,439.48,2023-07-21
Electronics,787757,88,883.87,2024-03-24
Clothing,968733,81,813.04,2024-02-02
Clothing,842416,72,199.12,2024-04-21
Home Appliances,105446,88,839.26,2023-05-29
Electronics,571153,89,276.43,2023-11-01
Groceries,133287,83,87.94,2024-03-25
Electronics,560459,54,832.81,2024-03-17
Groceries,665109,71,330.11,2023-06-04
Groceries,009147,30,919.94,2023-09-27
Electronics,878727,42,540.05,2023-12-12
Home Appliances,132450,35,666.8,2024-02-01
Groceries,299741,25,519.78,2023-07-06
Home Appliances,345427,47,827.33,2024-03-09
Electronics,630029,89,904.01,2023-07-12
Home Appliances,413343,95,682.56,2023-07-08
Groceries,824219,11,262.38,2024-01-02
Electronics,454603,87,88.41,2023-08-08
Electronics,734774,39,548.45,2023-05-18
Clothing,309704,44,383.67,2023-05-28
Groceries,050158,93,549.43,2024-02-18
Electronics,853398,45,493.63,2023-06-01
Groceries,918054,13,632.57,2023-11-14
Groceries,168162,81,701.58,2023-11-17
Electronics,575486,49,830.52,2024-03-20
Home Appliances,858854,83,891.02,2023-11-22
Clothing,270420,68,899.12,2024-04-06
Home Appliances,594507,22,688.79,2023-05-27
Electronics,447724,54,696.82,2023-10-19
Electronics,397224,53,86.99,2023-08-29
Clothing,532669,12,385.76,2023-06-16
Home Appliances,909717,82,393.82,2023-07-17
Electronics,959956,19,743.69,2023-07-25
Home Appliances,147318,80,239.12,2023-08-02
Clothing,104955,73,663.44,2023-11-10
Groceries,258412,49,218.61,2024-04-24
Groceries,665319,15,331.51,2023-08-07
Groceries,629185,21,746.28,2024-03-21
Electronics,187448,14,594.12,2024-01-01
Clothing,073231,3,983.87,2023-11-27
Electronics,774405,34,662.86,2024-01-31
Groceries,357515,42,507.69,2024-04-21
Home Appliances,772823,73,878.13,2023-08-07
Home Appliances,962457,97,863.62,2024-03-07
Groceries,596401,48,44.88,2023-10-06
Clothing,309058,35,329.64,2024-03-13
Electronics,048747,51,774.99,2024-03-22
Clothing,030401,91,348.83,2023-05-27
Electronics,091239,41,918.5,2023-12-02
Electronics,950285,67,953.8,2024-05-11
Electronics,325068,10,18.05,2023-05-21
Electronics,081140,89,287.32,2023-11-26
Groceries,282761,21,751.89,2024-01-05
Groceries,630496,80,661.99,2024-04-03
Home Appliances,311498,71,645.41,2024-04-18
Electronics,126573,27,427.18,2024-02-18
Electronics,577491,79,284.16,2023-10-01
Groceries,826975,74,999.31,2023-09-20
Clothing,823622,23,476.42,2023-06-22
Groceries,360344,95,933.18,2024-04-04
Clothing,169423,86,372.87,2024-04-22
Clothing,675595,79,454.68,2023-05-17
Groceries,356381,99,345.53,2023-11-10
Electronics,666386,13,504.61,2024-02-25
Groceries,035765,10,692.8,2024-02-03
Groceries,534400,3,950.4,2024-01-16
Home Appliances,031472,61,289.04,2023-07-14
Electronics,278526,34,27.63,2023-11-08
Clothing,884708,43,936.57,2023-07-29
Electronics,511352,76,441.37,2024-01-31
Home Appliances,382795,69,555.82,2024-04-04
Groceries,783502,91,722.27,2024-03-28
Home Appliances,326279,16,882.44,2023-08-13
Groceries,723440,43,936.68,2023-10-05
Electronics,580765,46,201.01,2023-08-04
Groceries,370835,39,334.94,2024-02-15
Clothing,494256,43,497.48,2023-10-25
Electronics,402694,89,257.08,2023-12-03
Electronics,416409,87,315.66,2024-02-10
Clothing,715866,55,703.78,2023-07-27
Electronics,136448,88,288.04,2023-09-18
Electronics,656063,67,648.14,2023-11-12
Home Appliances,044058,58,246.25,2023-12-01
Home Appliances,572538,57,587.81,2023-08-24
Groceries,593895,85,648.5,2023-12-20
Groceries,660209,98,694.75,2023-09-19
Home Appliances,164480,57,911.75,2023-11-23
Clothing,881094,80,472.23,2023-07-29
Groceries,856410,13,662.81,2024-02-28
Groceries,027209,35,116.58,2024-05-08
Groceries,163351,68,34.21,2023-10-14
Clothing,434030,85,228.6,2024-02-16
Electronics,519372,82,85.26,2024-02-07
Electronics,916141,4,43.79,2024-04-10
Clothing,907415,18,33.7,2024-02-18
Home Appliances,615985,32,620.78,2024-02-13
Clothing,662768,87,629.92,2024-02-15
Clothing,440630,59,68.56,2023-09-18
Groceries,945391,40,257.1,2024-01-20
Clothing,398421,55,565.89,2023-09-30
Electronics,995507,87,202.52,2023-08-07
Groceries,312142,59,370.05,2023-11-08
