Category,Product_ID,Sales_Quantity,Sales_Price,Sale_Date
Clothing,314294,62,208.53,2024-04-14
Clothing,986474,54,81.48,2023-09-02
Groceries,519239,71,716.9,2024-04-03
Groceries,783982,34,265.04,2024-04-23
Electronics,650009,34,558.2,2024-05-09
Electronics,361856,45,193.67,2023-10-07
Electronics,188507,60,884.69,2023-07-06
Electronics,929139,35,216.02,2023-10-02
Groceries,206971,34,724.94,2023-10-12
Clothing,861622,31,636.51,2023-06-20
Electronics,270695,20,755.24,2024-05-06
Electronics,740076,83,814.37,2023-11-06
Clothing,434370,93,195.96,2023-06-11
Groceries,917697,63,999.1,2023-09-23
Clothing,931040,43,899.32,2023-09-30
Groceries,735078,25,374.75,2024-02-27
Clothing,778070,35,210.93,2023-10-11
Electronics,369012,38,561.82,2024-01-08
Groceries,317528,52,156.84,2023-09-20
Electronics,928964,75,245.62,2023-07-26
Clothing,565660,28,266.69,2023-05-25
Electronics,020829,23,146.72,2024-05-09
Clothing,596831,49,545.96,2023-12-14
Clothing,043849,9,509.03,2023-07-09
Groceries,905231,81,406.11,2023-11-03
Groceries,950765,52,946.82,2024-01-15
Clothing,955215,62,855.45,2023-08-02
Home Appliances,798841,21,703.96,2023-09-17
Home Appliances,840167,43,115.68,2023-06-16
Groceries,515685,74,594.41,2024-04-30
Home Appliances,899446,74,644.83,2023-09-06
Groceries,328746,45,343.69,2023-05-21
Home Appliances,847055,8,943.25,2023-07-29
Groceries,885216,48,299.9,2024-02-29
Electronics,578827,21,476.49,2024-03-14
Electronics,349182,41,633.15,2024-03-26
Clothing,015235,86,303.58,2023-06-17
Groceries,834507,59,438.99,2024-01-25
Groceries,836012,93,52.22,2023-10-30
Groceries,503185,21,513.84,2024-01-22
Clothing,214651,5,629.06,2023-06-02
Groceries,673201,12,508.86,2024-04-03
Electronics,294391,75,436.53,2024-04-22
Clothing,083376,89,250.27,2023-10-04
Groceries,920170,80,177.24,2023-12-12
Home Appliances,674251,54,692.36,2023-09-25
Groceries,167730,69,599.12,2023-06-15
Groceries,656512,18,577.4,2024-03-22
Clothing,309645,49,920.24,2023-12-09
Clothing,401149,38,69.15,2023-07-24
Groceries,741057,39,676.85,2024-02-27
Groceries,589507,58,89.14,2023-06-23
Electronics,746551,21,297.69,2024-01-25
Home Appliances,366721,96,448.68,2023-05-21
Groceries,549192,9,683.41,2023-09-21
Groceries,463373,80,826.15,2023-07-25
Groceries,065300,7,784.97,2023-07-10
Home Appliances,705952,57,460.72,2024-05-01
Home Appliances,114982,5,488.63,2023-09-14
Electronics,921865,60,574.76,2023-11-29
Groceries,893368,68,643.69,2023-12-19
Electronics,944653,4,356.75,2024-01-28
Electronics,773794,41,702.26,2024-01-26
Electronics,398776,59,330.62,2023-08-18
Electronics,947624,76,674.49,2023-08-16
Electronics,743324,11,926.14,2023-10-01
Groceries,788032,98,867.2,2024-04-11
Electronics,425848,52,574.95,2023-10-14
Electronics,805727,59,102.79,2024-04-05
Home Appliances,227698,92,416.37,2023-08-02
Home Appliances,184104,49,198.09,2024-05-10
Clothing,714423,93,196.45,2023-07-21
Groceries,636887,8,797.95,2023-06-03
Groceries,700279,67,961.89,2023-12-08
Clothing,249640,55,751.99,2024-01-17
Clothing,856123,69,871.19,2023-10-16
Clothing,705765,56,308.53,2024-02-01
Home Appliances,125678,34,527.38,2023-11-02
Home Appliances,260839,21,443.42,2024-04-20
Groceries,229307,37,320.76,2023-10-03
Home Appliances,409466,88,569.27,2023-12-31
Clothing,895346,14,194.08,2023-10-01
Clothing,250550,91,712.7,2024-05-01
Clothing,686987,32,619.8,2024-03-21
Home Appliances,840148,12,486.89,2024-03-05
Electronics,151339,44,43.25,2023-09-19
Electronics,044157,37,38.53,2023-09-27
Groceries,585334,28,595.41,2024-03-09
Electronics,118937,63,924.6,2024-04-27
Home Appliances,263359,88,133.62,2023-11-17
Electronics,805891,37,760.99,2024-04-26
Home Appliances,755415,44,793.95,2023-12-29
Clothing,714107,25,566.32,2024-01-10
Electronics,103020,28,341.85,2023-06-24
Clothing,512283,97,258.89,2023-09-12
Electronics,714488,85,586.8,2023-08-06
Electronics,571803,91,207.73,2024-01-17
Electronics,646249,78,789.76,2023-09-18
Electronics,542845,90,405.66,2023-05-28
Groceries,607244,78,925.56,2023-07-16
Electronics,799261,79,170.13,2023-12-01
Electronics,709765,41,82.0,2023-10-05
Groceries,665116,61,388.2,2023-09-19
Electronics,225986,19,477.68,2024-03-24
Clothing,692444,74,429.31,2024-01-26
Home Appliances,852514,61,942.46,2023-11-01
Electronics,038553,84,275.56,2023-08-04
Electronics,502257,2,625.35,2023-07-02
Clothing,107809,13,949.85,2023-07-17
Clothing,514018,54,637.57,2023-09-23
Electronics,752389,92,668.63,2024-05-10
Groceries,120076,80,144.56,2023-12-02
Groceries,822706,10,355.55,2023-08-10
Groceries,565118,72,799.04,2023-08-04
Clothing,233957,60,739.48,2024-05-04
Groceries,244161,3,991.9,2023-07-27
Groceries,451970,4,102.07,2024-04-30
Home Appliances,913549,70,686.92,2023-12-09
Clothing,061751,7,436.56,2024-04-03
Groceries,004382,71,189.03,2023-08-04
Groceries,218750,11,720.26,2023-10-03
Groceries,302116,92,843.72,2023-06-07
Groceries,014887,81,955.69,2023-07-21
Groceries,132231,55,851.72,2024-04-19
Electronics,850988,60,640.32,2023-09-02
Groceries,447679,38,284.81,2023-11-05
Groceries,000592,11,416.65,2023-11-18
Groceries,808841,99,449.9,2023-08-19
Groceries,678707,38,222.58,2023-08-27
Electronics,258620,77,577.23,2023-10-01
Home Appliances,973776,80,924.42,2024-05-09
Clothing,381831,92,380.32,2023-11-15
Electronics,604706,74,751.76,2023-09-08
Clothing,994930,20,541.0,2023-12-31
Clothing,028104,14,540.46,2024-02-01
Home Appliances,200221,7,560.49,2023-08-22
Electronics,082151,85,27.31,2024-01-27
Electronics,901258,78,42.79,2024-04-18
Groceries,794335,71,54.78,2024-03-17
Clothing,281755,7,816.53,2024-04-24
Home Appliances,063099,37,841.95,2023-11-09
Electronics,369086,44,697.4,2023-11-05
Clothing,783481,47,44.11,2023-07-21
Groceries,699683,21,388.94,2023-07-30
Clothing,504262,81,436.32,2023-06-09
Electronics,560504,5,925.85,2024-01-12
Groceries,202054,69,388.65,2023-05-22
Groceries,812552,4,391.96,2023-09-26
Groceries,957724,57,714.62,2024-02-04
Home Appliances,420276,65,707.34,2023-10-04
Clothing,420498,96,539.8,2023-07-29
Groceries,615517,57,429.77,2023-07-31
Groceries,557697,11,874.94,2023-09-28
Clothing,849509,49,59.51,2024-01-03
Clothing,566207,41,179.37,2024-02-29
Groceries,579817,42,395.97,2023-08-22
Electronics,195597,47,79.07,2024-03-10
Groceries,980540,61,135.73,2023-09-15
Groceries,629723,37,878.33,2024-03-16
Electronics,983172,31,91.34,2023-12-04
Clothing,800581,44,44.85,2023-10-12
Groceries,838526,24,472.87,2023-06-05
Electronics,408122,73,598.2,2023-07-13
Clothing,372621,46,720.34,2024-04-22
Clothing,046401,71,862.93,2024-04-03
Groceries,431080,38,511.95,2023-09-14
Groceries,044568,90,838.17,2024-01-16
Groceries,517369,31,721.48,2023-06-18
Clothing,309908,47,650.57,2024-03-11
Groceries,821440,51,237.12,2024-02-23
Electronics,627906,78,58.3,2023-12-22
Clothing,012584,70,71.98,2023-11-15
Clothing,756349,37,449.94,2024-01-10
Groceries,017549,63,352.49,2024-05-08
Groceries,576575,59,379.31,2023-08-23
Electronics,218268,31,902.35,2023-11-23
Home Appliances,050280,63,140.37,2023-11-21
Groceries,352854,68,305.66,2023-11-06
Electronics,428814,37,424.14,2023-07-03
Clothing,841586,48,320.42,2023-09-08
Home Appliances,000929,8,265.81,2024-02-29
Clothing,505174,10,350.17,2023-10-26
Groceries,224868,54,243.88,2023-11-14
Home Appliances,296141,71,602.7,2023-12-21
Clothing,152070,4,335.55,2023-08-27
Clothing,335686,17,128.39,2024-03-04
Electronics,820269,41,485.05,2024-02-25
Clothing,439073,78,390.58,2024-01-25
Groceries,539639,72,864.07,2023-06-08
Electronics,543773,62,275.99,2024-01-24
Clothing,684940,98,444.18,2023-12-24
Clothing,436758,88,626.07,2023-07-21
Home Appliances,207273,35,887.61,2023-06-10
Electronics,563070,57,874.41,2023-06-30
Clothing,880759,24,131.82,2023-10-26
Groceries,715944,47,58.57,2023-11-08
Electronics,749700,7,968.68,2023-09-09
Groceries,499850,1,852.76,2023-08-31
Electronics,799240,83,951.14,2023-08-25
Groceries,795037,79,62.9,2023-05-30
Electronics,894144,92,745.82,2024-05-09
Clothing,395318,31,598.49,2024-04-22
Home Appliances,091746,47,781.47,2023-09-02
Groceries,459323,93,107.08,2024-01-19
Electronics,905303,79,337.89,2024-04-25
Home Appliances,108884,29,709.1,2023-07-02
Groceries,996335,72,894.59,2023-08-30
Electronics,966595,98,586.29,2024-02-12
Groceries,476820,96,121.42,2024-03-04
Clothing,550711,8,79.12,2024-02-11
Clothing,768928,96,16.37,2024-03-03
Electronics,664310,32,727.78,2023-08-12
Electronics,138033,80,445.63,2024-04-21
Groceries,247978,69,135.22,2023-10-18
Clothing,738529,59,516.08,2023-06-01
Groceries,664767,71,842.24,2024-03-30
Home Appliances,590557,28,580.33,2023-11-13
Groceries,159120,91,844.71,2023-06-30
Electronics,764961,24,559.62,2023-08-15
Clothing,436612,50,176.44,2023-07-02
Clothing,012302,39,811.69,2023-10-20
Groceries,383507,34,78.27,2024-01-15
Home Appliances,227935,73,474.68,2024-04-13
Electronics,550401,1,412.76,2023-10-01
Groceries,522702,35,479.29,2023-11-29
Home Appliances,161186,45,465.33,2023-08-04
Groceries,687078,75,684.7,2023-09-03
Clothing,955298,37,338.24,2023-10-18
Electronics,208293,72,937.31,2023-10-31
Clothing,811946,3,589.1,2024-02-12
Electronics,266186,4,531.99,2024-01-16
Electronics,988868,24,630.2,2024-03-22
Groceries,339448,62,311.14,2024-04-14
Electronics,330973,32,879.41,2024-01-11
Electronics,525699,74,897.75,2024-02-19
Home Appliances,020433,29,257.6,2024-04-14
Clothing,096336,51,817.22,2024-04-08
Electronics,212600,45,295.46,2023-09-17
Electronics,104920,54,819.44,2024-05-13
Electronics,021702,23,301.75,2023-06-02
Groceries,163787,84,581.4,2024-01-19
Groceries,155402,41,584.21,2024-01-07
Groceries,194487,59,375.45,2023-11-10
Home Appliances,486517,81,539.54,2023-06-05
Groceries,720835,62,996.23,2023-06-13
Home Appliances,844875,64,968.51,2023-06-08
Electronics,925187,36,243.79,2023-08-25
Groceries,304793,11,260.47,2023-12-13
Electronics,722819,91,628.09,2024-04-05
Groceries,250462,9,462.05,2024-03-25
Home Appliances,874248,66,901.65,2024-04-11
Electronics,139984,46,251.4,2023-11-25
Home Appliances,305265,66,512.76,2023-06-27
Groceries,417227,53,241.39,2024-01-10
Electronics,146248,12,780.51,2023-05-25
Electronics,307342,52,34.57,2023-06-24
Clothing,258703,68,969.28,2023-11-11
Groceries,555001,25,405.66,2024-03-30
Electronics,641513,80,407.75,2023-12-06
Groceries,594741,29,232.51,2024-04-23
Groceries,268899,14,161.85,2023-10-31
Electronics,020914,40,514.85,2023-09-18
Electronics,818222,31,113.86,2024-03-21
Electronics,911854,76,613.82,2024-05-07
Electronics,937446,33,802.69,2023-08-09
Clothing,975767,21,102.43,2024-02-05
Home Appliances,083737,74,43.71,2024-04-13
Clothing,567437,76,931.6,2023-06-05
Clothing,684731,9,68.23,2024-03-05
Clothing,785902,71,954.7,2024-02-26
Home Appliances,196820,69,518.2,2023-10-27
Electronics,103446,49,544.52,2023-11-20
Electronics,524981,37,215.23,2024-03-28
Electronics,143376,71,483.53,2024-01-05
Groceries,741585,93,830.46,2024-04-17
Clothing,999271,61,28.9,2023-07-27
Groceries,726176,45,739.65,2024-03-16
Clothing,139806,41,261.18,2024-03-16
Electronics,058814,55,10.11,2024-02-19
Groceries,060716,76,237.39,2023-06-24
Clothing,463902,18,131.5,2024-04-24
Groceries,122712,95,455.25,2023-09-27
Clothing,028385,10,458.87,2024-03-31
Clothing,508214,6,37.58,2024-01-30
Electronics,447460,26,202.23,2023-06-12
Groceries,004041,79,160.41,2023-07-09
Groceries,682965,27,758.94,2024-03-03
Groceries,161984,33,704.82,2024-05-12
Electronics,638574,89,707.23,2024-04-26
Clothing,467674,8,537.21,2023-09-03
Clothing,671355,5,64.8,2023-12-03
Electronics,978372,80,857.05,2023-10-28
Home Appliances,443110,62,336.81,2024-03-23
Clothing,070390,49,161.57,2024-01-28
Home Appliances,633220,76,207.53,2023-08-15
Groceries,404436,25,133.89,2024-01-23
Electronics,204800,96,756.28,2023-05-27
Home Appliances,470805,68,206.51,2023-09-24
Groceries,974017,89,738.33,2023-08-07
Electronics,857226,19,312.23,2023-08-03
Electronics,003909,55,958.4,2023-11-02
Groceries,042012,30,785.06,2024-04-03
Home Appliances,417876,86,436.14,2024-01-18
Clothing,696855,32,499.57,2023-08-29
Electronics,001820,67,638.77,2024-04-07
Groceries,277788,25,643.87,2023-09-17
Groceries,558121,27,596.11,2023-06-15
Groceries,876465,89,209.19,2024-01-25
Groceries,232464,95,526.84,2024-04-22
Electronics,674537,35,670.22,2023-07-31
Home Appliances,425332,68,33.74,2023-09-05
Electronics,572850,67,204.78,2023-10-10
Home Appliances,225399,71,15.87,2023-05-20
Electronics,497189,34,441.59,2024-01-27
Electronics,718883,43,549.64,2023-09-21
Electronics,015385,74,637.57,2023-08-29
Electronics,553503,39,300.17,2023-07-14
Clothing,600395,90,681.73,2024-04-11
Clothing,682572,2,972.0,2024-01-17
Electronics,029577,44,44.96,2023-12-22
Electronics,607920,28,984.26,2023-07-26
Clothing,613012,21,698.97,2024-05-10
Groceries,075349,94,424.0,2023-09-23
Groceries,367121,12,224.31,2024-05-13
Home Appliances,288684,49,803.27,2024-02-22
Electronics,137189,8,451.36,2023-06-26
Electronics,972085,78,59.46,2024-04-25
Groceries,922939,4,825.47,2024-04-16
Clothing,837826,61,375.47,2024-01-21
Groceries,823840,72,80.22,2023-05-21
Clothing,732631,77,769.97,2023-09-02
Home Appliances,791433,42,587.2,2023-08-27
Electronics,626862,14,640.71,2023-12-15
Electronics,234362,9,815.67,2024-02-16
Groceries,321110,60,148.57,2023-09-05
Electronics,014741,4,997.0,2023-06-13
Electronics,199753,37,965.71,2024-02-28
Electronics,818053,15,143.1,2023-06-11
Clothing,884599,7,834.68,2024-02-26
Home Appliances,134844,85,944.46,2024-02-03
Groceries,790586,47,802.11,2024-04-27
Groceries,020377,70,403.21,2023-11-19
Clothing,624468,96,839.85,2023-12-08
Home Appliances,844474,94,212.69,2023-07-04
Clothing,110459,93,376.12,2024-02-14
Groceries,787420,72,462.98,2023-08-15
Clothing,171449,25,607.88,2024-01-30
Clothing,996669,38,841.36,2023-12-06
Electronics,595923,84,839.74,2024-05-01
Groceries,714133,66,957.84,2023-07-01
Clothing,205460,22,185.61,2024-04-30
Electronics,196495,6,792.63,2023-10-12
Clothing,772102,45,186.43,2023-06-25
Electronics,148995,98,80.47,2023-08-14
Groceries,735704,73,411.71,2023-08-18
Clothing,785216,58,869.48,2023-07-14
Clothing,164789,20,172.88,2023-07-21
Electronics,039611,88,171.22,2024-01-06
Electronics,647845,45,499.33,2023-08-31
Clothing,539698,87,444.95,2024-01-27
Electronics,171119,98,888.08,2023-09-23
Clothing,515713,5,445.55,2023-10-01
Groceries,015827,70,34.23,2023-10-28
Electronics,377474,99,279.32,2024-04-17
Groceries,821567,29,774.1,2023-06-11
Clothing,518041,89,556.31,2023-12-17
Electronics,557551,41,738.08,2024-02-06
Clothing,353716,34,314.43,2023-12-02
Electronics,926624,77,324.67,2024-04-17
Clothing,569821,71,395.85,2023-12-07
Electronics,787823,4,463.41,2023-11-14
Electronics,786306,66,209.2,2024-04-18
Clothing,211485,23,543.1,2024-04-25
Clothing,585115,74,162.57,2023-06-21
Electronics,515829,58,388.07,2023-06-18
Groceries,590934,2,880.83,2023-08-08
Home Appliances,932051,3,293.07,2023-07-23
Home Appliances,831683,89,138.39,2023-06-02
Electronics,678002,67,598.85,2024-04-13
Groceries,549609,14,366.44,2023-09-29
Clothing,942816,18,413.47,2024-03-04
Electronics,125589,86,321.49,2023-06-25
Groceries,042926,13,911.94,2024-04-13
Clothing,926888,5,872.79,2023-07-12
Groceries,584893,55,491.47,2023-12-16
Clothing,773062,91,187.69,2024-01-11
Home Appliances,737712,2,978.44,2023-06-19
Electronics,405392,18,256.3,2023-10-10
Home Appliances,741580,28,618.29,2024-05-11
Groceries,127083,76,598.64,2024-04-30
Groceries,823373,1,761.43,2024-01-27
Electronics,391406,5,979.0,2023-10-14
Home Appliances,077896,16,776.62,2023-05-17
Home Appliances,807659,59,902.27,2023-08-19
Groceries,997350,33,331.34,2023-12-08
Electronics,686488,48,952.07,2023-11-22
Clothing,162779,31,734.49,2023-10-27
Groceries,241836,49,887.23,2024-04-25
Clothing,789298,53,446.94,2024-02-18
Groceries,427081,37,171.06,2024-04-22
Electronics,873716,88,615.57,2024-02-04
Home Appliances,731996,76,887.48,2023-08-09
Clothing,757024,16,542.59,2023-10-25
Electronics,257514,3,237.69,2024-03-03
Groceries,257683,34,55.01,2024-04-20
Clothing,353486,14,931.66,2023-08-04
Electronics,656468,19,898.99,2023-12-14
Groceries,325420,50,602.13,2023-09-14
Clothing,452134,97,459.01,2024-04-30
Groceries,096517,87,374.09,2024-05-12
Electronics,578407,95,791.41,2024-03-23
Electronics,704659,46,838.79,2023-09-14
Groceries,958281,12,691.57,2023-12-06
Electronics,416818,80,85.06,2023-10-28
Electronics,892387,82,622.62,2023-06-30
Clothing,592930,64,820.7,2024-01-07
Clothing,938755,17,245.33,2023-05-26
Clothing,282860,95,206.66,2024-04-09
Electronics,592158,53,559.14,2023-07-26
Electronics,210680,5,160.18,2023-09-14
Clothing,395134,60,813.57,2023-10-11
Groceries,772004,10,178.98,2024-04-07
Electronics,806572,87,186.89,2023-06-13
Home Appliances,279076,78,679.39,2023-06-17
Home Appliances,177077,24,518.43,2023-11-03
Groceries,105654,40,431.3,2024-02-27
Groceries,088703,78,289.72,2023-08-05
Clothing,259349,57,820.89,2024-02-06
Clothing,218482,41,289.56,2023-08-24
Clothing,922647,93,147.13,2023-06-08
Clothing,151020,28,368.15,2024-03-11
Home Appliances,044698,34,589.78,2023-11-14
Electronics,238934,87,822.65,2024-02-27
Clothing,700657,26,982.21,2023-08-13
Electronics,469924,27,653.19,2024-03-21
Electronics,459538,2,975.17,2023-08-20
Groceries,528466,17,729.39,2023-11-03
Groceries,284550,55,253.87,2024-03-18
Electronics,204739,25,394.57,2024-04-05
Electronics,518795,38,573.12,2024-01-14
Electronics,181136,8,349.63,2023-06-16
Clothing,819293,54,688.2,2023-06-15
Clothing,044025,28,962.03,2024-01-31
Home Appliances,512870,25,548.76,2024-04-26
Groceries,601266,82,884.52,2023-09-17
Groceries,006303,10,677.4,2023-05-26
Groceries,099778,6,658.58,2023-10-13
Clothing,215230,6,64.03,2023-11-03
Groceries,433589,5,519.88,2024-04-30
Electronics,203322,54,508.5,2024-03-25
Clothing,751470,55,498.82,2023-09-09
Groceries,080863,40,213.08,2024-01-21
Clothing,503753,25,478.17,2024-02-15
Electronics,405968,14,88.17,2023-10-21
Electronics,931082,98,371.46,2024-02-04
Groceries,080307,33,596.46,2023-12-20
Electronics,163876,25,695.8,2023-12-16
Groceries,472816,85,704.5,2023-11-24
Electronics,053993,80,341.43,2024-04-04
Clothing,142237,83,92.2,2023-08-20
Groceries,142733,4,138.02,2024-03-01
Electronics,616844,18,491.25,2023-10-22
Clothing,782862,72,243.17,2023-10-24
Electronics,967728,78,54.59,2023-11-15
Clothing,185855,60,984.66,2024-04-02
Clothing,050449,33,393.76,2023-06-06
Groceries,061189,69,701.19,2023-09-13
Groceries,219096,18,747.63,2024-03-20
Home Appliances,830700,91,911.17,2024-01-04
Groceries,396347,75,134.13,2023-06-06
Clothing,413301,32,398.83,2024-04-16
Home Appliances,533408,79,924.02,2023-09-29
Clothing,567776,39,178.37,2023-07-07
Groceries,903075,9,102.66,2023-11-26
Groceries,456810,99,782.64,2023-08-07
Electronics,502765,13,876.25,2023-09-25
Electronics,942596,41,374.96,2023-10-19
Groceries,479299,34,165.01,2023-09-30
Home Appliances,756419,55,825.38,2023-09-20
Groceries,975272,30,137.23,2023-11-17
Electronics,649844,68,845.59,2024-02-15
Groceries,951929,58,350.53,2023-10-14
Electronics,932533,36,904.11,2024-03-23
Electronics,640096,30,870.47,2024-02-01
Groceries,855575,74,943.31,2023-11-27
Electronics,421186,6,215.68,2023-06-21
Clothing,393168,4,110.62,2024-01-20
Electronics,238193,13,365.72,2023-09-20
Electronics,658247,32,27.95,2023-11-27
Electronics,780865,74,865.11,2023-09-05
Home Appliances,990442,39,856.27,2023-08-22
Clothing,599786,9,332.33,2023-07-20
Electronics,701777,5,89.04,2024-01-10
Clothing,451110,18,457.46,2023-08-19
Electronics,956868,70,822.36,2024-04-15
Clothing,146127,97,992.73,2024-04-29
Groceries,719172,71,917.4,2024-05-07
Clothing,308609,3,286.18,2023-08-28
Groceries,415129,51,314.1,2024-05-02
Home Appliances,408523,78,879.76,2024-02-15
Electronics,460778,72,468.15,2023-08-29
Home Appliances,092171,45,815.71,2023-07-11
Electronics,445954,31,634.38,2023-12-04
Groceries,411028,81,786.53,2023-07-07
Groceries,392718,55,12.97,2023-09-03
Home Appliances,640125,75,215.71,2023-12-21
Home Appliances,165792,44,837.2,2023-11-02
Electronics,194325,48,54.44,2023-12-19
Electronics,796035,69,891.87,2023-10-08
Electronics,974775,37,934.87,2023-06-25
Groceries,173620,97,898.74,2024-01-13
Groceries,014814,91,284.15,2024-03-10
Electronics,299051,55,986.7,2023-12-23
Clothing,687361,81,177.34,2024-01-19
Groceries,887755,95,852.79,2024-05-08
Clothing,028033,19,802.23,2023-10-06
Electronics,691621,64,121.79,2023-12-14
Home Appliances,204074,13,148.74,2023-09-12
Home Appliances,107005,64,556.37,2024-03-01
Home Appliances,264889,91,901.26,2024-02-08
Home Appliances,351245,24,228.86,2023-10-19
Groceries,880081,94,544.11,2024-05-10
Electronics,267440,39,749.46,2023-11-21
Groceries,505661,8,900.52,2023-06-15
Groceries,744093,14,797.65,2023-09-04
Groceries,981742,41,212.95,2023-05-17
Groceries,005722,14,782.92,2023-08-04
Electronics,096705,97,847.22,2024-05-11
Electronics,649068,15,133.68,2023-05-20
Home Appliances,809035,68,425.45,2023-09-24
Electronics,093223,92,702.88,2023-09-28
Clothing,910954,70,537.89,2023-05-26
Groceries,733788,26,141.36,2023-07-25
Clothing,290788,82,859.02,2023-06-27
Home Appliances,875522,47,226.85,2023-08-08
Clothing,893708,14,501.11,2023-09-22
Clothing,582756,43,626.72,2023-11-09
Clothing,965386,22,744.58,2024-04-12
Clothing,274101,99,861.08,2023-12-26
Groceries,427831,68,268.34,2024-02-09
Groceries,887028,18,269.5,2024-04-28
Electronics,815437,90,720.64,2024-05-06
Clothing,887577,78,528.83,2023-06-10
Clothing,569718,38,95.99,2023-11-15
Clothing,933519,90,999.13,2024-02-07
Clothing,618069,82,774.78,2024-04-17
Groceries,076664,54,899.01,2024-04-25
Electronics,449823,8,261.14,2023-12-15
Groceries,512969,4,728.42,2023-08-27
Groceries,309992,7,242.64,2023-11-19
Home Appliances,802095,40,997.79,2023-11-05
Clothing,138862,28,164.54,2024-04-20
Electronics,894013,40,783.65,2024-01-29
Groceries,248126,72,490.31,2023-12-02
Clothing,087842,74,698.34,2023-06-13
Groceries,981794,2,478.9,2023-08-27
Electronics,141867,81,345.24,2023-05-21
Electronics,611376,82,160.26,2024-01-20
Electronics,915161,80,999.01,2024-01-16
Electronics,970615,82,38.9,2023-10-09
Electronics,756240,82,457.58,2023-08-03
Home Appliances,988314,66,991.55,2023-12-07
Clothing,214707,54,128.87,2024-05-08
Electronics,464986,95,460.74,2024-04-03
